title,x,y,cluster
How to prevent user from leaving page,19.332287,39.522377,2
Dataframe Click,32.73903,-49.000973,8
"St.session_state has no key ""$$WIDGET_ID-e793ab4d3b6b8db3f8c2.....""",55.06051,58.51963,2
Installer returned a non-zero exit code -- PyPy conflicts with Python,-72.22258,27.088678,1
St.code copy message bug,24.805365,-0.43849972,5
Display spatio-temporal data with st.video?,-37.513577,9.514297,3
Download HTML file from s3,-5.4117584,7.203547,6
Set height of sidebar in a multipage app and sidebar components,22.481987,21.777344,4
Why does the change log always come after the release of the software?,-9.843739,40.93864,2
St.chat_input mulitilingual input support,38.337704,16.459358,5
Disable scrollbar,37.422062,0.26622447,4
Multiselect only updating for every second input,87.22305,-13.21586,7
Logging `emit` to display in a text area,-47.423897,17.103205,4
My apps are sleeping and It doesn't wake up,-16.634098,58.464016,1
St.download_button fails in kubernetes with two pods,-13.075381,10.197504,0
PermissionError: [Errno 13] Permission denied: '/home/adminuser/venv/lib/python3.9/site-packages/llama_index/readers/llamahub_modules',-67.4006,39.006794,1
Streamlit support for Qiskit?,-48.853157,-37.038425,9
Upload zip file as bytes,-40.978374,64.25493,6
"After every browser refresh, memory increases in kubernetes",-5.3466687,65.90541,2
St.session_state.widget cannot be modified after the widget with key widget is instantiated,55.125164,57.309685,2
St.file_uploader fails to accept file on mobile,-39.610786,76.41285,6
Import Error during first run only - Refreshing will clear the import error,-57.283203,38.27715,1
Blank date for st.date_input,29.706812,-84.93699,5
"Chat messages on top, forms at bottom",35.83347,14.587897,4
Experimental_data_editor column basic calculation,60.890263,-41.111454,5
Unexpected st.cache_data behavior (not caching),0.17765516,84.691505,2
Color in st.column_config.NumberColumn,49.226604,-66.104324,8
Error in StreamlitCallbackHandler.on_llm_new_token callback: maximum recursion depth exceeded,-64.73536,-25.662811,9
Allowing my app users to comment on my charts,-26.930979,-55.935017,3
Large image dataset not loading and throws error as below Connection error Failed to process a Websocket message (RangeError: Invalid string length),-78.988655,38.468655,1
Placeholder keyword argument,47.8997,18.294924,5
"After clicking stop button, some requests cannot be executed, including switching pages, submit st.text_input",28.548752,49.902447,0
ModuleNotFoundError when importing scipy and pingouin modules,-60.73617,33.937294,1
State management for Streamlit in ECS,-47.92971,-44.883606,9
Metrics Delta,39.4196,-36.69381,4
New display bug,14.78585,-3.1369123,4
On_change - st.data_editor,56.032715,-43.712032,5
builtins.ValueError: signal only works in main thread of the main interpreter,-46.336933,37.42234,1
When is Streamlit going to update on Conda-Forge?,-94.09801,-5.3229737,9
Streamlit pyarrow error on connecting to snowflake,-51.108383,0.8837971,9
Streamlit==1.18.0 and altair== 4.0 incompatibility,-31.643726,-58.998013,9
"ArrowInvalid: (""Could not convert dtype('int64') with type numpy.dtype[int64]: did not recognize Python value type when inferring an Arrow data type"", 'Conversion failed for column dtype with type object')",-47.491814,25.457209,1
"How to solve after clicking stop button, some requests cannot be executed",28.463966,49.927277,0
Add an image at the top of the Streamlit page,-30.357307,-46.704746,9
Black and white colors are only seen when Plotly is downloaded as html file or a png or jpeg file,-22.112795,-75.923325,3
MongoDB connection issue when deployed as app,-27.751503,51.583023,1
Switch page with switch_page(<page_name>) in callback of st.button,20.50662,37.415924,0
Streamlit Config File,-65.26497,-20.67302,9
St.dataframe remove the header row,39.804443,-45.837715,8
Clickable histogram that link to another plot,5.1508975,-66.96217,3
St.file_uploader is returning to login page after file upload,-39.06924,77.14136,6
Pattern_shape does not work correctly in streamlit app,-57.186707,-19.121016,9
GPT-Clone with subscription logic,0.22730237,45.161037,2
Do I have to name the selectboxes differently?,84.416985,1.7204514,7
Save Projects Functionality With Streamlit,-43.988384,-15.622372,9
Previous page shadow when loading,6.1982827,30.561512,4
Streamlit with NFS mount,-45.160084,-39.38207,9
How to update dataframe with progress column?,29.213045,-40.857445,8
Text input default value does not work when filled by button click,53.462086,27.310322,5
Speech to text in st.chat_input,38.36817,16.368616,5
"The selectbox keeps the state of the last session, even if the code tells it to change its status",97.02728,0.39537752,7
Passing an information from main window to sidebar,44.88542,2.7356584,4
"URL generated with ""streamlit run"" never loads",-40.987034,-11.107883,9
Placing the user input placeholder in the bottom of the page and the last response on top of it,38.79736,11.384474,5
ModuleNotFoundError: No module named 'faiss',-61.042892,33.105156,1
Crop rectangular images into a circle?,24.231518,-31.287443,4
St.date_input() seems to not produce a date,29.385069,-84.90719,5
Trouble logging in to streamlit.io,-62.085392,-7.218922,9
selenium.common.exceptions.WebDriverException,-37.28931,41.35555,1
How to solve this: toml.decoder.TomlDecodeError?,-69.327644,51.756542,1
Streamlit UploadFile,-33.23212,0.01740418,9
Sign in page,-0.8867993,50.621666,4
How to create a delete button for removing an element from the page?,39.79904,26.526878,0
Button Disabled During While Loop,30.39198,40.131847,0
Strange behavior when using st.form and st.data_editor components,57.410862,-45.412884,5
How to perform dynamic filtering across multiple columns using st.session_state() or on_change()?,41.92842,77.110176,2
Dynamic selection in selection box when any filter applied,74.83509,8.366528,7
Cannot save streamlit app as HTML,-25.66478,-28.610786,9
"Custom Streamlit ""Centered"" Widths?",-17.006216,-40.227295,9
Streamlit + docker not working,-85.4052,8.675517,9
How to make file_uploader with accept_multiple_files show only unique files,-34.157433,76.62142,6
Question about styling multiple images using st.image() with css,31.244366,-17.723309,4
Facing error in visualization,-0.35913703,-63.452072,3
Encounter Permission Error when my app install packages,-75.19618,24.297714,1
Basic table as clickable selector?,59.804012,-7.3836846,0
How to use type-hints in Streamlit function definitions?,-34.511234,-41.49861,9
Display complex dictionary/json like data in SL any suggestions please,6.188236,-35.852463,4
えらー,-5.1560054,-12.925258,4
Help on designing the app,-8.86119,20.976868,4
PermissionError: [Errno 13] Permission denied /app of using llamaindex,-67.44748,39.103485,1
Sidebar background color and displaying both uploading button and select bottons,30.857536,-24.090319,4
St.data_editor : disabling edit on a column will not allow inserting a new row,57.67487,-41.770386,5
"Installer returned a non-zero exit code error during processing dependencies! please fix the error and push an update, or try restarting the app. main jyotsna susan/vnr index/main/vnr.py",-72.32983,27.200071,1
Help me optimize the logic of my app,-11.38235,58.616215,2
Streamlit version 1.23.1: WebSocket Timeout Issue,-80.93383,37.95663,9
Issue with Handling Background Tasks in Streamlit,-48.224583,-15.437117,9
Data editor sort column,49.21379,-43.183113,8
Streamlit Ports,-75.83457,7.567258,9
FileNotFoundError: [Errno 2] No such file or directory on streamlit cloud,-68.04291,-11.906518,9
Replaying an audio file with a timecode click,-28.253664,10.574578,6
Generating Forms with For Loop - Only Updating Last Form,69.34295,26.107891,5
st.column_config.SelectboxColumn with different options in each row,62.221336,-33.67208,7
Add hyperlink for st.metrics.value,38.941692,-39.09679,4
"Set the vertical height of a figure with ""height: 100vh""",16.561281,-27.776836,4
Database does not reload on app,6.709971,56.91863,2
Chat history in st.chat_input(),38.103207,16.745956,5
Streamlit App Deployment,-64.113464,-0.5689771,9
Read column width and height,50.027946,-26.279507,4
Need help in accepting user data for a model prediction,-6.092379,26.450844,5
"I am a newbie here, anyone can help to solve this?",-30.103897,29.795473,1
I am trying to deploy my app which consist of deta library but giving error modelnotfounderror,-37.68059,52.030716,1
"Streamlit.bokeh_chart() throwing JS error: ""Model 'DateSlider' does not exist""",-52.943127,-71.11951,9
Folder picker,-32.616047,64.1931,6
Having difficulty get the st.button to work for my machine learning model,38.752575,32.427727,0
Chat_Input Value Parameter,39.590214,15.781839,5
Package utils doesn't have gui module,-64.710014,31.524073,1
_stcore/health doesn't change port when running on different port,-77.18998,6.097935,1
"The data editor can only input digital data,when cell is null",53.685963,-46.791252,5
Altair figure height can't fit properly within the column,0.4033381,-89.78434,3
Maintaining DataFrame After Filtering,52.188652,-57.926414,8
Trying to change css on a download button,-15.7873125,6.7020655,0
Fix st.form to the bottom of the st.container,62.520813,24.681555,4
Error trying to host app,-20.8739,53.753746,1
Extract-msg module error python,-53.438408,34.789047,1
Deployment of Many Streamlit apps,-63.82913,-0.64316934,9
Toast duration,4.7993827,37.66323,2
"Toggle, hide sidebar",49.603107,-0.4269511,4
Streamlit on the dark web,-37.588207,-33.609974,9
Add copy to clipboard button to a table,26.65567,-1.2311157,0
Change default avatars in st chat,9.266358,-9.379939,4
Creating a PDF file generator,-19.188301,-0.9885719,6
FileNotFound Error in Deployed App,-33.370705,55.288124,1
Full script run times are very inconsistant,-32.37891,43.212093,1
Changing the Streamlit Theme with a Toggle Button,-18.407066,-27.846401,9
Updating radio inside a form,83.93875,21.593529,5
Do not reload st.button when manipulation st.selectbox,90.18692,5.6890144,7
New st.dataframe based on Glide Data Grid,33.894623,-63.732475,8
Is it possible to do conditional theming?,68.25219,18.946976,4
Checkbox not returning the correct response,78.2616,37.47774,7
On_change behavior for checkboxes,75.6345,38.815914,7
How to download a file without the need to show or click st.download_button,-11.639664,8.343664,6
Trying to format to % format with st.column_config.NumberColumn(),49.315765,-66.14979,5
Page move up when change options,21.166151,35.38666,4
Update github csv with new input entries,-4.0508,0.93119943,5
MySQLInterfaceError: Python type numpy.int64 cannot be converted,-45.897373,26.546352,1
Cover Letter Generator,30.72646,-4.1001,4
Image not appearing,13.2129135,-19.483143,1
File uploading and reading using st.file_uploader,-41.19795,77.01992,6
How to upload large files using st.file_uploader,-30.316465,70.858925,6
How can I put two charts on the same figure?,6.5166245,-85.53162,3
Embedding CSS and HTML leaves white space in the page,33.91871,-8.584899,4
Playing and stopping video programatically,-36.533318,6.7243314,2
Face module not found error related to pickle?,-49.15054,44.282146,1
Updating text file,45.525627,14.942024,6
Not able to find secrets.toml file,-68.20917,56.17633,1
Streamlit deploy app public,-64.65681,-0.36820874,9
How to start streamlit in dev mode?,-63.169834,-20.135042,9
Control state of `st.expander`,66.15012,-16.71973,5
AttributeError: module 'matplotlib' has no attribute 'axes',-10.977451,-65.85146,3
Saving user inputs for next session,46.540817,68.10288,2
Getting error in self._secrets in using st.experimental_connection for duckdb,10.746419,65.638405,1
App restarting completly when clicking on a button,27.480156,45.8439,0
Parse and display log of long running process,-48.778328,18.114443,2
Streamlit hyperlink,-21.825085,-23.346283,9
Remove 'X' button on sidebar,48.608166,-0.7558584,0
Video transcription app,-36.31231,11.006191,4
Session_state not getting initialized,34.61881,74.12308,2
Error on autofill form,78.971535,11.2585,5
No such file error while deploying application on streamlit,-67.337585,-2.4992595,9
Streamlit file not found error while using whisper and ffmpeg,-66.145386,-16.8936,9
How to reference widgets as objects on the page,62.90312,42.809677,4
Dynamic Page Content Loading without a Multi-Page App,11.528602,25.88274,4
Listening for updates from an API server,-3.7397456,44.087284,2
Chatbot not showing results when I click the submit button,32.666946,14.358895,0
@st.cache_resource matplotlib figure vanishes after rerun,-11.196255,-70.0774,3
Styling in dynamic data editor,40.5739,-30.692265,4
Streamlit not found,-65.55068,-16.407093,9
Riskfolio module not found when launching Streamlit - works from command,-67.75679,-14.924506,9
Keep st.form always at the bottom of the page,62.5604,24.812174,4
How to create a dynamic clicable hyperlink or button in Streamlit?,-20.636038,-23.58222,9
Can't access data in st.session_state from previously edited data on st.data_editor,38.789345,76.57352,2
Horizontally align `st.text_input` and `st.form_submit_button` in `st.form` in the same line,49.95445,35.659016,5
Problem creating Shareable links,-3.871548,13.973993,1
Classification Score Visualization,1.5549488,-62.513065,3
How can I change the header background color in an AgGrid table for specific columns only?,39.17706,-30.796108,4
Cannot access public repository to deploy to streamlit cloud because of workspaces,-67.37689,-0.72873884,9
ImportError: import cv2,-59.721054,37.138676,1
Handling 3rd Party API access,-6.201053,44.842823,2
Sentence-transformers using cpu on local machine while using streamlit despite having GPU enabled,-51.23386,-24.616278,9
Problem when calling OpenAI API - TIMEOUT ERROR,-71.88558,32.688683,1
Error installing requirements. Please fix it,-75.00345,26.216187,1
Yfinance not working,-24.715557,35.97383,1
Unexpected Behavior When Updating data selected from a selectbox,90.479324,1.5648288,7
How to prevent scrolling down the page when using st.chat_input?,35.33395,16.584057,5
How do I move the default scroll of 'st.text_area' to the bottom?,39.48849,7.9790688,4
How can I make my dividers per row a consistent size?,49.256416,-23.988548,4
Video as Background in Streamlit App,-24.29024,-45.71213,9
Complete code restart after excessive load on the application,10.269671,55.76124,2
How can I prevent caching of my final output?,1.967112,77.23842,2
Custom Connections Problem with secrets.toml file,-68.002556,56.443356,1
Clickable hyperlinks in dataframes,31.945797,-47.787605,8
AttributeError: module 'numpy' has no attribute 'bool',-44.825035,26.332033,1
Same function- Input parameter change- st cache usage,-3.4623296,77.62333,2
St.markdown does not render mermaid graphs,23.7478,-12.959041,3
Set altair theme to None for the entire (multi-page) app,19.755323,18.780268,4
St.write treats $ symbol as start of latex expression and that spoils the rest of text formatting,18.684175,-1.1151252,5
Programmatically update text in chat_input,40.635914,15.3009615,5
Customize the set_page_config about page width,9.882686,17.792646,4
Speed up the processing time a duplicated plot,-6.375264,-70.30409,3
Dataframes in st.data_editor vs. st.dataframe,37.789326,-63.25453,8
Functools.cache versus st.cache_data,1.4329687,85.88772,2
How can I fix streamlit groupby.transform error?,-19.39078,-58.578987,9
How to prevent streamlit showing sensitve server information,-42.142113,-22.428185,9
"Streamlit Ingress - Service ""dev/contistreamlitapp-svc"" does not have any active Endpoint",-73.49568,2.5534353,9
Hide/show pages on load depending on session state OR add pages to side bar programmatically,17.803078,19.409718,2
Pydrive does not work after deploying my app on Streamlit Cloud,-78.36916,-4.4951305,9
Finding the sum of cells in a dataframe and showing that total in the last cell using calculate and reset buttons,47.668846,-48.242245,8
Plotly events creating a double figure and losing all the formatting,-15.211523,-81.87413,3
Doubt about using events with Folium and Streamlit.,-17.36879,-50.760887,9
Creating streamlit chatbot as pop-up box in react app,-12.950929,-17.034672,9
iPhone Notch White Space,33.700176,-9.716256,4
Using CSS media queries within Streamlit?,-21.646109,-33.29316,9
Help for representing data,6.897386,-36.864605,3
Embeding streamlit cloud URL with <iframe>,0.44021082,-20.265396,9
Multipage streamlit app with user login,-58.471268,6.2505574,9
Set limit of active/simultaneous users,-9.160982,55.560024,2
Streamlit doesn't support 600.000 registers of data to plot,-28.912485,-52.64963,9
Using cache_resource() for large dataframes,4.2821107,87.64181,8
Format with function in st.dataframe(),41.19983,-64.86338,8
Excel file is treated as 'None type object,-5.3161283,-7.317789,1
What's the correct way to use @st.cache for functions from other files?,-1.433605,83.582825,2
Problems with ffmpeg,-39.41971,14.106335,1
Using streamlit to accept row and column text inputs,-5.641293,-40.582096,9
First row in st.dataframe needs to be highlighted with a color,42.75996,-69.397446,8
Relative import path for utility module,-61.72358,41.53589,1
Form button resetting everything,43.80044,37.43962,0
Why st.progress text doesn't appear?,25.691965,-39.855244,5
Cannot print the terminal output in Streamlit?,-60.4484,-25.194862,9
Persist display items as the user continues with st.button,41.414345,33.54834,0
How to disable text input after user finish input?,50.592617,26.860117,5
Clear the cache for file uploder on streamlit,-30.556215,84.18586,9
Data_editor - the ability to add and not delete,56.092155,-40.796482,5
Auto refreshing a multipage app,14.870915,38.868572,2
How to use value using Streamlit.setComponentValue in streamlit.components.v1.html,-27.612833,-38.22253,9
St.data_editor doesn't work with st.button,57.54285,-45.279015,0
Is there a function like nicegui.row()?,58.939785,-38.50214,4
How to filter data frame via a column *and* have a check box column to filter rows,52.765766,-55.812767,8
St.session_state not getting updated briefly (at random times),37.147976,72.751236,2
Sidebar,44.332985,-1.5377338,4
Experimental_connection on multipage,11.481169,65.431984,2
Application logs level INFO,-10.028455,38.46291,2
How to remove depreciated warnings from application,-19.157003,33.794827,1
Is there a way to call the function when the user leaves the web page?,19.063936,39.84153,2
How to remove a parameter from a URL?,25.415474,36.42548,4
Streamlit + LLMs + files = how to avoid re-running the file?,-52.70949,-24.14508,9
"Apps deployed on Streamlit Community Cloud reacts only on main app file changes, but not on changes in the py modules",-77.71154,-20.785746,9
St.dataframe() is slow when the dataframe is a Pandas Styler object,36.29851,-66.15794,8
Websocket State: PINGING_SERVER Event: CONNECTION_TIMED_OUT when deploying on AWS (Cloudfront+ALB+NLB+EC2),-79.788795,39.858276,1
How does st.echo() work?,19.492357,2.6299753,5
Refer streamlit widget object after its declaration,-10.599483,-29.668146,9
Access the edited text from st.textarea,46.842342,11.679435,5
Upload a powerpoint for langchain,-56.465816,39.960045,6
BUG: st.chat_input shows awkward behavior with korean input,38.09404,17.69867,5
Streamlit Authentication widget reset password,-60.36796,8.602118,9
Instantly collapse or hide sidebar,49.15258,0.5356637,4
Any click on page causes all expanders to close with streamlit v1.24.0,-12.148744,-33.343765,9
[Streamlit] [Handle Excel with file in merged cell ],-10.999797,-3.6449988,9
Secrets.toml FileNotFoundError,-68.261635,56.22537,1
Bad message format - 'setIn' cannot be called on an ElementNode,-21.695507,26.906889,1
Streamlit App can't deploy -> Solved!,-66.50352,-2.4761918,9
TypeError: 'module' object is not callable,-61.568962,31.687263,1
Streamlit leafmap folium,-17.827967,-51.598747,9
Streamlit set_page_config does not work,-19.646004,-13.666998,9
Order of execution not correct,11.8221445,34.44601,2
NameError Handling,-15.2188,29.965014,1
Unable to hide the index from a dataframe without using st.markdown,42.394703,-67.1609,8
Clickable pandas columns to content within the same webpage,31.563023,-48.271065,8
Error when using Streamlit with OpenCV,-44.00865,11.586929,9
Set HTTP security headers using Streamlit,-37.653553,-5.5199637,9
No CSP header in the HTTP response?,2.6269197,-2.1296725,4
My deployment is taking more than 5 hours and still running,-32.274166,51.867958,1
Streamlit stuck at running after subprocess.run call,-66.814186,-34.778862,9
St.experimental_connection issues?,10.963826,65.6786,1
Experimental_connection rerun query,12.272026,64.898346,2
Multiselect input Interface should generated when user click on button,87.54612,-12.015879,7
Streamlit audio input keeps looping,-52.405598,-17.149122,9
Mac OS doesn't like Streamlit?,-53.041523,-33.752094,9
St.experimental_connection,11.02266,65.66311,1
"Stuck in ""your app is in the oven""",-15.49623,63.395103,1
"jsonschema.exceptions._RefResolutionError while trying to use line charts, bar charts or area charts",0.6167119,-82.72844,3
Can't edit format for st.date_input,28.310993,-84.742165,5
st.column_config.LinkColumn adding an extra string to my dataframe links,33.74978,-44.6037,8
Inserting image at side bar,24.605303,-27.818895,4
Plotting Knowledge Graphs in Streamlit,-29.028597,-64.76735,3
Colored text,36.970783,-27.549631,4
Writing on the same line for streaming data,-11.641983,-42.010532,9
Streamlit Community Cloud - Add app gallery view to my site,-37.825993,-27.689306,9
On_Change events within Form controls,72.75656,41.208485,5
Streamlit showing garbled text in Firefox browser,-18.698353,-31.907707,9
Use st.tabs labels in f-strings,23.058949,8.269369,5
First App Deployment Error,-30.225338,52.614655,1
Including Pandas Profiling Report in Streamlit,3.174998,-51.1727,9
How to create a column based in other column in st.dataframe?,46.240498,-57.35799,8
No module named 'Plotly',-16.433784,-85.33928,3
St.columns() replacement for streamlit 0.78,-2.927279,-40.150322,9
Enter key press to submit st.form,49.832226,32.173447,5
@st.cache_data(experimental allow widgets = True) is not working with st.code,13.50219,84.223305,2
St.stop and text_input,52.81787,23.410034,5
How to add a reset_button that reset the conversation and chat history in streamlit webapp,-45.297104,-10.448833,9
Working on rows,52.741642,-32.20787,4
Button to autoset values to current page using values from previous page,27.046045,33.406322,0
Edit a column in a table and corresponding columns auto update,55.30708,-29.792368,5
Cannot pass st.empty() as a placeholder to a callback function,22.287922,4.319219,5
How to change the background color of my Streamlit app?,-23.071438,-44.790604,9
Maintain and update a single chart,8.227744,-72.655655,3
OSError libespeak.so.1 cannot open shared object file No such file or directory,-52.532753,38.049786,1
New 'labelalias' argument in plotly not working in streamlit,-24.680187,-72.09961,9
Updating state variable doesn't rerun the app,38.219963,56.686977,2
How to call an event whenever the value of radio changes,83.00469,23.357306,2
elementType 'alert' is not a valid arrowAddRows target!,-20.976336,28.709599,1
Establishing My SQL connection using experimental connection method,-12.70582,47.257137,1
Updating Object Heights in Sidebar,40.052555,-5.479105,4
Container double showing periodically,28.391367,-4.0282717,2
How to center st.spinner,8.188705,7.1192503,4
"""None"" gets printed multiple times while output string is being generated",16.670269,2.855283,5
Configure Shibboleth in Streamlit,-46.005676,-61.28494,9
Is there a way to wrap a long list through a series of columns,50.224346,-29.812513,8
How to conect active directory to streamlit,-50.525032,-34.48418,9
SVG image bug,8.671852,-26.561428,4
How to highlight words in st.table or st.dataframe?,42.965843,-69.238785,8
Streamlit Reverse Proxy Problem (Caddy Webserver),-66.91211,-23.24266,9
What function should I use If I want to visualize folder structure?,-0.24673192,-57.35103,4
Changing the color of a specific keyword inside a pandas dataframe,41.06723,-69.53317,8
How can i hide the navigation bar that includes streamlit pages?,-13.94295,-33.610138,9
App no load in smartphone,-20.112413,57.0906,1
How to display an image in the hover tag upon hovering over a point in a plotly plot,-14.156323,-88.99798,3
How to set the expiration time of the authentication cookie to -1,23.224478,70.43882,2
Multiple Selectboxes reload issue,90.95512,6.659882,7
Issue with Displaying Cached Results in Streamlit 1.24.0 Upgrade,-47.063087,-2.169782,9
Check release notes in pypi,-24.834393,3.6142879,1
Create link to open file from local system,-4.901329,13.81652,6
How to reduce line spacing in bulleted list in Streamlit?,-13.715179,-42.6874,9
How to avoid logging out a user after refreshing the browser?,21.94162,71.68676,2
"Google sign in with landing page works fine - issue on refresh - session lost and GetAccessTokenError: {'error': 'invalid_grant', 'error_description': 'Bad Request'}",-4.049879,53.76458,2
Streamlit app aborts when attempting to execute map reprojection for the second time,-49.39179,-10.95651,9
Insecure File Upload Functionality?,-23.814058,70.79076,6
Can I retain state of a st.chat_message? Avoiding rerun of the app on interaction with widget,35.18168,18.578566,2
Delete data_editor row without keyboard?,55.986176,-40.37207,5
Horizontal layout,43.014915,-23.470865,4
"Set image size on desktop, but resize when using mobile",16.620094,-25.942083,4
Prevent page from automatically scrolling down,35.425297,2.970544,4
Any way to change default HTML <head> properties like custom metadata etc.?,9.58049,2.8652136,4
Session state and button in streamlit,-51.78266,9.706458,9
TypeError: time_input() got an unexpected keyword argument 'step' Traceback:,25.902994,-78.32315,1
How to collapse the multiselect widget in streamlit with default options,-0.38508597,-30.645927,9
"WARNING:tensorflow:No training configuration found in the save file, so the model was *not* compiled",-52.32561,49.125465,1
1000 Character Limit,4.625953,12.626662,4
Hide button while model is running in Streamlit,-18.416468,-26.763142,9
1.24 version always scroll-up while I change any UI component,38.244602,1.6281407,4
Open the sidebar with clickable text,43.38366,1.5085205,4
Accessibility Issues for st.chat_message,36.794724,17.626144,5
How to handle import error with streamlit in python,-79.327225,-17.249409,9
Set slider range,76.85149,-35.881897,4
Clear st.file_uploader without using st.form,-35.29925,83.16345,6
"How to remove the uploaded file in Streamlit when clicking on the self-made ""Reset all"" streamlit button?",-33.475365,-1.7901163,9
AxiosError: Request failed with status code 403,-76.31879,41.51133,1
Adding rows in st.data_editor from loaded dataframe,48.94826,-48.14624,8
How can I retrieve messages from a Python functions and show them with a Streamlit component?,-74.14143,-29.7666,9
Segmented Canvas,9.146233,-56.65197,4
Date_input language fr,28.477222,-83.92088,5
Must Make Filter Selection Twice in Multiselect when Setting Default Values with sesesion_state,94.38273,-11.559662,7
Whitespace on SIDES of project rather than the top,34.533062,-9.148922,4
"What's the best practice to debug and fix the issue of ""Stopping...""?",-9.3731575,35.09048,2
St.table / st.dataframe rendering issue - azure web application,40.746143,-60.453213,8
Requests library not retrieving latest data,-4.4044013,40.61453,2
Displaying a changing variable,30.264637,57.726246,5
NLTK not working,-66.27699,25.97161,1
"AttributeError: st.session_state has no attribute ""key"". Did you forget to initialize it?",35.390972,77.390495,1
Progress bar issue in cached function,-2.9194832,72.3367,2
AttributeError: module 'streamlit' has no attribute 'data_editor',-74.75301,-18.484102,9
"Streamlit shoe me error when I import nltk, but I install nltk",-66.404,25.783102,9
Page is getting re -loading on each click anywhere in page,19.944967,43.687634,0
secondaryTextColor,36.64328,-28.075323,4
Streamlit Image_rotated,-34.354538,-47.365948,9
Extract and edit a single cell in st.data_editor,54.115635,-41.694748,5
Image Carousel Component,18.839914,-34.161583,4
"Streamlit : The term 'streamlit' is not recognized as the name of a cmdlet, function, script file, or operable program. Check the spelling of the name, or if a path was included, verify that the path is correct and try again",-71.57867,-25.10165,9
Streamlit input to chat via button does not persist,-11.813582,-19.386007,9
Can st.chat_message keep the message updated at the top of the chat UI?,35.224205,18.449137,2
Button Click Color Change Reset,33.28057,27.543741,0
Automatic slideshow,17.955105,-33.62314,4
Displaying pandas pivot_table in streamlit,1.3169401,-49.346233,8
Is it possible to deploy streamlit app with google cloudrun + API gateaway?,-65.03534,1.6478329,9
Slow update of data and image loading,2.645714,31.402786,2
Feature Suggestion: Image Carousel,18.706291,-34.24502,4
Do not wor streamlit on Conda and Spyder?,-62.947086,-44.948887,9
Is it possible to create a sticky header?,4.379736,-1.3428835,4
Streamlit not loding html with external css & js into app,-21.892223,-31.056673,9
Creating a music player,-30.50621,12.309862,4
"How to remove 'Hosted with Streamlit'-red button on bottom right, while sharing app?",-36.04972,-9.574296,9
How can a Python script detect whether is being run by streamlit?,-71.032036,-29.529476,9
Error: urllib.error.URLError:SSL,-63.478172,20.69514,1
Error when customize button style to use image as a background,31.584188,27.605085,0
"UnpicklingError: invalid load key, 'v'. someone please help me out this",-49.156185,40.42717,1
How to upload a streamlit file to google drive,-33.916504,1.4778289,6
Returning to the right tab after clicking button in 1.24.1,18.328176,12.553879,0
Possible the color when you hover over the st.sidebar,34.165394,-25.799807,4
St.write formatting,18.931446,-1.2968161,5
Plotly gauge overwriting itself,-13.826414,-82.512276,3
Validate command in st.cache_resources did not working as expected,-3.825317,85.01746,2
Close Streamlit App with button click,-46.079525,-17.283197,9
How to modify st.sidebar function?,46.581005,-1.0235289,4
Buttons Within a Class Don't Trigger When a Key is Added,32.09005,33.38192,0
Strange behavior from geemap when having multiple maps cached,-2.215325,79.57913,2
Maintaining state when working with LLM's,34.209347,63.732723,2
"""Phantom"" element bug in 1.24",29.413485,9.241957,4
PDF download of part of the output,-19.944304,0.054920793,6
Empty out text input upon button click,53.71111,27.648394,0
Loading files (such as css) when app is being deployed - Error file not found,-33.228683,55.420914,1
Using streamlit commands within a cached function,-44.44705,-2.8077025,9
Logging from child page in multi page app,15.837887,25.712173,2
Data_editor error with int or float column names,55.40769,-46.849297,8
Reduce size of st.map data points for latitude and longitude,15.803714,-58.385715,3
Keep menu without header?,7.062978,-1.6677817,4
Is there a way to zoom in certain ranges on the plot based on the input?,-16.417046,-78.99107,3
Possible the color when you hover over the text?,34.358536,-25.875397,4
ImportError: DLL load failed while importing error: The specified module could not be found,-57.734295,34.237724,1
Bug-session_state,35.84358,70.88958,2
How to call a CLI tool with os.system() by using ballback of a button,40.8154,48.63064,0
Full error traceback,-18.10428,37.808582,1
How to down mp4,-38.96521,12.006922,4
Is there any support for PySpark from Streamlit?,-79.37885,-39.792824,9
All Plots generated via Plotly turns black when Downloaded in HTML/PDF format via the Streamlit application both locally and on the Web,-22.265984,-75.80188,9
Question about date_input on sidebar,27.242744,-81.77885,5
Got a error while running the app in Docker,-85.97279,11.428482,1
Getting error when the message is entered,-25.715141,33.791126,1
Not able to run streamlit app due to altair,-31.536978,-58.898968,9
St.experimental_set_query_params inconsistent?,14.223443,66.207695,2
'utf-8' codec decode error when working with dictionary containing Chinese characters,-44.56697,58.801876,1
Issue renaming columns - ValueError: Duplicate column names found,38.716232,-56.308067,8
How to increase the height and width of the window?,40.643185,-14.1304455,4
Issues with Background Colour for buttons,32.10952,28.114925,0
Deleting rows in st.data_editor progmatically,55.909878,-40.390152,5
Multiselectbox with lists as options,86.777,-8.660505,7
Web streamlit,-37.505676,-33.585266,9
Using session_state within socketio client events,35.00982,70.77699,2
How do we display the prints inside children processes in a joblib parallel job onto the streamlit output?,-69.829315,-38.332935,9
Dynamically generating a random # of buttons,31.033106,39.311855,0
How to disable alert “Your app is having trouble loading the component”?,-18.84445,35.25535,1
Hyperlink a Column based on another column,32.37347,-45.934853,4
Running the same function from notebook or from streamlit.py is very slow - X6 slower,-64.520615,-35.345303,9
