id,title,slug,has_accepted_answer
45172,St.data_editor: auto-fill a value in added rows,st-data-editor-auto-fill-a-value-in-added-rows,True
44986,Streamlit App refreshing anytime I use the slider,streamlit-app-refreshing-anytime-i-use-the-slider,False
45080,Any ideas how to take input from user then append to a list without losing the content of a list?,any-ideas-how-to-take-input-from-user-then-append-to-a-list-without-losing-the-content-of-a-list,True
45096,Sqlite3 streamlit,sqlite3-streamlit,False
45123,How to change the background of an expander?,how-to-change-the-background-of-an-expander,True
44139,Programatically reset all camera_input / file_uploader,programatically-reset-all-camera-input-file-uploader,False
44313,How can I change the bar style?,how-can-i-change-the-bar-style,False
44995,Disable latex,disable-latex,False
45075,Disable Radio group after Form submission,disable-radio-group-after-form-submission,False
45101,Clear specified st.cache_data,clear-specified-st-cache-data,True
26955,Retrieving current frame of st.video,retrieving-current-frame-of-st-video,False
44901,"Please tell me how to solve error ""NoneType' object has no attribute 'load_and_get_id""",please-tell-me-how-to-solve-error-nonetype-object-has-no-attribute-load-and-get-id,False
44838,Create columns to a data_editor with data,create-columns-to-a-data-editor-with-data,True
45020,Post request with parameter as a streamlit file_uploader object for a pdf throws `422 Unprocessable Entity` on FastAPI,post-request-with-parameter-as-a-streamlit-file-uploader-object-for-a-pdf-throws-422-unprocessable-entity-on-fastapi,False
45012,Is ' allowed in streamlit when accessing dict in python?,is-allowed-in-streamlit-when-accessing-dict-in-python,True
42914,Undo changes in st.experimental_data_editor,undo-changes-in-st-experimental-data-editor,True
13819,Catch errors and send to Sentry,catch-errors-and-send-to-sentry,False
44961,Any best practices / suggestions for remote logging?,any-best-practices-suggestions-for-remote-logging,False
44957,How to use mutipages and authencation together,how-to-use-mutipages-and-authencation-together,False
42373,Graphviz graph resizes on exit of full screen,graphviz-graph-resizes-on-exit-of-full-screen,False
44594,Streamlit App refreshes and resets widget values to default when user edits a value in an input widget,streamlit-app-refreshes-and-resets-widget-values-to-default-when-user-edits-a-value-in-an-input-widget,False
5590,Record sound from the user's microphone with streamlit,record-sound-from-the-users-microphone-with-streamlit,True
44334,App works on new .py file but error after closing and reopen,app-works-on-new-py-file-but-error-after-closing-and-reopen,False
44335,json.decoder.JSONDecodeError: This app has encountered an error,json-decoder-jsondecodeerror-this-app-has-encountered-an-error,False
44944,How to use markdown text in st.progress's text?,how-to-use-markdown-text-in-st-progresss-text,True
44424,Layout setting changes from default to wide after reloading page,layout-setting-changes-from-default-to-wide-after-reloading-page,False
44900,App is not responsing after server minitues,app-is-not-responsing-after-server-minitues,False
44736,"Multiselect is getting reset, when i change another multi select in different form",multiselect-is-getting-reset-when-i-change-another-multi-select-in-different-form,True
11563,Issue with Selenium on a Streamlit app,issue-with-selenium-on-a-streamlit-app,False
44812,Manually define page labels for multipage app?,manually-define-page-labels-for-multipage-app,False
44543,Envio de emaill,envio-de-emaill,False
44879,Separating form submit buttons in different columns,separating-form-submit-buttons-in-different-columns,True
44766,Newest Streamlit editable dataframe prevents Excel copying & pasting,newest-streamlit-editable-dataframe-prevents-excel-copying-pasting,False
37231,New app stuck in the oven,new-app-stuck-in-the-oven,False
44818,Aggrid Editable Dataframe with Session State and Postgres,aggrid-editable-dataframe-with-session-state-and-postgres,False
44783,Custom name for custom themes,custom-name-for-custom-themes,False
44681,Password on just a few pages,password-on-just-a-few-pages,False
44570,Streamlit webrtc capturing video and audio for analysis,streamlit-webrtc-capturing-video-and-audio-for-analysis,False
44521,Facing issues! App showing github icon! how to remove it?,facing-issues-app-showing-github-icon-how-to-remove-it,False
44709,Cache_data with function to load gif files,cache-data-with-function-to-load-gif-files,True
40775,How to keep the pages menu expanded in multipage apps?,how-to-keep-the-pages-menu-expanded-in-multipage-apps,False
43712,Streamlit Chat Markdown Tables from ChatGPT,streamlit-chat-markdown-tables-from-chatgpt,False
44678,Google Auth: Get authenticated user info in streamlit sharing app,google-auth-get-authenticated-user-info-in-streamlit-sharing-app,True
44713,Chatbot FrontEnd,chatbot-frontend,False
44491,"""Select All"" not rending but individual selections work",select-all-not-rending-but-individual-selections-work,False
44710,Setting up Streamlit on Google Cloud Platform,setting-up-streamlit-on-google-cloud-platform,False
32612,How to display a clickable link pandas dataframe,how-to-display-a-clickable-link-pandas-dataframe,True
35296,Hide row indices when displaying a dataframe in Streamlit v1.16.0,hide-row-indices-when-displaying-a-dataframe-in-streamlit-v1-16-0,True
44694,Opencv with Streamlit issue on the output,opencv-with-streamlit-issue-on-the-output,False
44690,Streamlit-File-Browser,streamlit-file-browser,True
44679,Display,display,False
44412,Streamlit refreshes automatically,streamlit-refreshes-automatically,False
1949,Can't adjust dataframes decimal places,cant-adjust-dataframes-decimal-places,True
44585,Unrecognised dataset error - Streamlit App,unrecognised-dataset-error-streamlit-app,False
44650,Remove white labels whit values on echarts (sankey),remove-white-labels-whit-values-on-echarts-sankey,True
43032,"How to store and download user Session input and output data, exported in a csv?",how-to-store-and-download-user-session-input-and-output-data-exported-in-a-csv,True
25702,Remove the preselection of radio buttons,remove-the-preselection-of-radio-buttons,False
44641,AttributeError: 'UploadedFile' object has no attribute 'get_value',attributeerror-uploadedfile-object-has-no-attribute-get-value,True
44631,Experimental data editor style,experimental-data-editor-style,True
44593,Line Chart Column page gives 404,line-chart-column-page-gives-404,True
33497,"Bug with st.tabs(), glitches for 1 frame while rendering",bug-with-st-tabs-glitches-for-1-frame-while-rendering,False
28323,How to align button and data in different columns?,how-to-align-button-and-data-in-different-columns,True
15485,Why do default values cause a session state warning?,why-do-default-values-cause-a-session-state-warning,True
42890,Multipage app,multipage-app,False
44539,"My app was working well, but after rebooting it is giving error about secret manager",my-app-was-working-well-but-after-rebooting-it-is-giving-error-about-secret-manager,False
44577,St.text_area() can't submit on mobile device,st-text-area-cant-submit-on-mobile-device,True
44505,How to resizing my graph?,how-to-resizing-my-graph,False
44562,When run streamlit show Unable to move the cache: 拒绝访问。 (0x5),when-run-streamlit-show-unable-to-move-the-cache-0x5,False
44514,"Start screen, loader (st.spinner)",start-screen-loader-st-spinner,True
44534,Caching functions under a button,caching-functions-under-a-button,False
44504,Can't find an error,cant-find-an-error,False
44439,Generating output inside a box,generating-output-inside-a-box,False
44301,How to get multi langauge suppport,how-to-get-multi-langauge-suppport,False
44480,Impossible to delete old project,impossible-to-delete-old-project,False
44488,Streamlit theme change,streamlit-theme-change,False
44393,What causes a Streamlit form to refresh after clicking the submit button and how can I fix it?,what-causes-a-streamlit-form-to-refresh-after-clicking-the-submit-button-and-how-can-i-fix-it,True
44470,Fails to create unique keys in dict with lambda'ed widgets,fails-to-create-unique-keys-in-dict-with-lambdaed-widgets,True
44415,Streamlit Graphviz_chart() does not support node positions,streamlit-graphviz-chart-does-not-support-node-positions,False
44466,SQL servers and pandas compatability,sql-servers-and-pandas-compatability,False
44446,Config.toml file not working when app is deployed,config-toml-file-not-working-when-app-is-deployed,False
44436,"How can I turn off the ""Welcome to Streamlit"" Command Line Prompt?",how-can-i-turn-off-the-welcome-to-streamlit-command-line-prompt,False
2225,Clear the text in text_input,clear-the-text-in-text-input,True
33201,How to play an audio file automatically (generated using text-to-speech) in Streamlit?,how-to-play-an-audio-file-automatically-generated-using-text-to-speech-in-streamlit,True
43648,How to deploy app,how-to-deploy-app,False
44319,How to add the graphs under selectbox?,how-to-add-the-graphs-under-selectbox,False
44342,Using Streamlit: .streamlit/config.toml issue,using-streamlit-streamlit-config-toml-issue,True
44206,How to convert Top2Vec to pickle extension,how-to-convert-top2vec-to-pickle-extension,False
34180,Jump to section of components.html,jump-to-section-of-components-html,False
44200,Page reruns after user input,page-reruns-after-user-input,True
44307,Text wrap,text-wrap,True
44141,How to Categorical columns (selectboxes),how-to-categorical-columns-selectboxes,False
4474,How to add a download excel/csv function to a button?,how-to-add-a-download-excel-csv-function-to-a-button,True
44148,Can i use streamlit to build a multipage website?,can-i-use-streamlit-to-build-a-multipage-website,False
44232,Streamlit Cloud bug?,streamlit-cloud-bug,False
37042,Error regarding st.set_page_config,error-regarding-st-set-page-config,True
44262,Streamlit description,streamlit-description,False
43481,About streamlit application re running everytime there is a user_interaction,about-streamlit-application-re-running-everytime-there-is-a-user-interaction,True
37082,Seo streamlit,seo-streamlit,False
29043,Writing text on multiple lines in an error message,writing-text-on-multiple-lines-in-an-error-message,True
44251,"Ag grid, calendar pop up in cell",ag-grid-calendar-pop-up-in-cell,False
10117,"How to make ""streamlit run example.py"" run as a service or system task in windows?",how-to-make-streamlit-run-example-py-run-as-a-service-or-system-task-in-windows,False
44153,Unable to view integrated Webcam window,unable-to-view-integrated-webcam-window,False
43928,Python version,python-version,False
44137,App reloads after selecting a differnt option from dropdown meny,app-reloads-after-selecting-a-differnt-option-from-dropdown-meny,False
39044,Thread 'ThreadPoolExecutor-8_0': missing ScriptRunContext,thread-threadpoolexecutor-8-0-missing-scriptruncontext,False
44131,How to use lottie animation as background for a streamlit app,how-to-use-lottie-animation-as-background-for-a-streamlit-app,False
26744,How to upload folders instead of individual files,how-to-upload-folders-instead-of-individual-files,False
44121,Streamlit with AgGrid - Issue with rendering,streamlit-with-aggrid-issue-with-rendering,False
44114,How to create a `add filter` button which creates a new set of fields everytime it is clicked,how-to-create-a-add-filter-button-which-creates-a-new-set-of-fields-everytime-it-is-clicked,False
44101,Issue with st.cache_resource() - Widget state getting collapsed,issue-with-st-cache-resource-widget-state-getting-collapsed,False
42511,Which syntax should I follow establishing a SQL connection?,which-syntax-should-i-follow-establishing-a-sql-connection,False
43614,Please write a login code for multiple pages,please-write-a-login-code-for-multiple-pages,False
43664,Query database and display conditions after form submission,query-database-and-display-conditions-after-form-submission,False
42727,Pop-up window on streamlit,pop-up-window-on-streamlit,False
42750,How to integrate powerbiclient and Streamlit with QuickVisualize,how-to-integrate-powerbiclient-and-streamlit-with-quickvisualize,True
43153,Whether there is a layout container can contain streamlit_chat.message,whether-there-is-a-layout-container-can-contain-streamlit-chat-message,False
43144,Drag and drop image,drag-and-drop-image,False
44053,Moving text_input to the bottom,moving-text-input-to-the-bottom,False
43362,FileNotFoundError (Works perfectly fine for a pdf file imported the same way),filenotfounderror-works-perfectly-fine-for-a-pdf-file-imported-the-same-way,False
44008,Unable to upload image logo,unable-to-upload-image-logo,False
44057,Safety issues with exec or subproccess,safety-issues-with-exec-or-subproccess,False
44049,Streamlit cannot not change theme with config.toml file,streamlit-cannot-not-change-theme-with-config-toml-file,True
44043,Unable to see logs for bad request,unable-to-see-logs-for-bad-request,False
43999,Wide mode not working,wide-mode-not-working,True
44029,Can you use Streamlit elements in a custom component?,can-you-use-streamlit-elements-in-a-custom-component,False
43911,"Error: Unrecognized type: ""Duration"" (18)",error-unrecognized-type-duration-18,False
30035,Showing Percentage in AgGrid,showing-percentage-in-aggrid,False
44037,"Disable buttons, checkboxes and other widgets during code execution",disable-buttons-checkboxes-and-other-widgets-during-code-execution,False
43978,Unable to load m4a files with librosa.load() in streamlit run,unable-to-load-m4a-files-with-librosa-load-in-streamlit-run,True
41489,UI Unit Testing Streamlit Apps--best practices?,ui-unit-testing-streamlit-apps-best-practices,False
44022,Activating Streamlit affects progam functionality,activating-streamlit-affects-progam-functionality,False
43843,Streamlit displays always content of not selected page,streamlit-displays-always-content-of-not-selected-page,True
43998,"HELP! UserWarning: Matplotlib is currently using agg, which is a non-GUI backend, so cannot show the figure",help-userwarning-matplotlib-is-currently-using-agg-which-is-a-non-gui-backend-so-cannot-show-the-figure,False
43974,Keep information despite a app refresh,keep-information-despite-a-app-refresh,False
43983,Passing button callbacks from view to controller (MVC),passing-button-callbacks-from-view-to-controller-mvc,False
43688,Anchor tag,anchor-tag,False
43905,What is a difference between an `if` block and `on_click` for a button?,what-is-a-difference-between-an-if-block-and-on-click-for-a-button,True
43900,Organic Slider Method?,organic-slider-method,True
19783,Hide titles link,hide-titles-link,True
43923,Pretty Dataframe - Which components?,pretty-dataframe-which-components,False
43750,Trying to make a image slideshow,trying-to-make-a-image-slideshow,False
43413,Managing error in callback function with form,managing-error-in-callback-function-with-form,False
43624,How to print,how-to-print,False
43444,Reset st.text_input field,reset-st-text-input-field,False
43899,Usage of api.segment.io in streamlit,usage-of-api-segment-io-in-streamlit,False
43887,Installing Streamlit using Anaconda and running it in Windows 10,installing-streamlit-using-anaconda-and-running-it-in-windows-10,False
43761,I don't see button,i-dont-see-button,False
43746,"Streamlit Froze at ""Please wait...""",streamlit-froze-at-please-wait,False
43805,Streamlit generated URLs doesnt work,streamlit-generated-urls-doesnt-work,False
43793,Force Reload of Webpage,force-reload-of-webpage,True
43766,Image next to name for radiobutton option*,image-next-to-name-for-radiobutton-option,False
43787,St.form - rounded shape,st-form-rounded-shape,True
43846,Streamlit_authenticator :got multiple values for argument 'cookie_expiry_days',streamlit-authenticator-got-multiple-values-for-argument-cookie-expiry-days,False
43398,Text_input returns nothing unless mouse is clicked,text-input-returns-nothing-unless-mouse-is-clicked,False
43830,Add 3D co-ordinates using pyopengl within streamlit,add-3d-co-ordinates-using-pyopengl-within-streamlit,False
36974,Prevent Streamlit Session Resets,prevent-streamlit-session-resets,False
43792,Cropping time data using interactive plotly plot,cropping-time-data-using-interactive-plotly-plot,False
43788,Detect reload page or close browser button,detect-reload-page-or-close-browser-button,False
43718,Runtime error,runtime-error,False
43709,Problems with deducting dates in datetime format from one another,problems-with-deducting-dates-in-datetime-format-from-one-another,False
43775,Link to file not working,link-to-file-not-working,False
43763,  overlay and subplot do not plot (Chart empty),overlay-and-subplot-do-not-plot-chart-empty,False
43745,DataEditor: Conditional Categories and Inputs,dataeditor-conditional-categories-and-inputs,False
43743,Apache airflow,apache-airflow,False
42747,Suppress dataframe inference warnings,suppress-dataframe-inference-warnings,True
43739,D-tale in streamlit,d-tale-in-streamlit,False
43733,TypeError: object.__init__() takes exactly one argument (the instance to initialize) to design robot gui,typeerror-object-init-takes-exactly-one-argument-the-instance-to-initialize-to-design-robot-gui,False
43494,St.file_uploader() too big [design and layout],st-file-uploader-too-big-design-and-layout,True
43730,Displaying ID and corresponding name in a CRUD app,displaying-id-and-corresponding-name-in-a-crud-app,False
43421,Df.style.hide_index() code suddenly not working in streamlit cloud community server,df-style-hide-index-code-suddenly-not-working-in-streamlit-cloud-community-server,False
43701,Streamlit session state,streamlit-session-state,False
43720,Get Windows authen in Browser when using streamlit,get-windows-authen-in-browser-when-using-streamlit,False
43716,Customized Pages Directory,customized-pages-directory,False
43696,Blocking the selection of the same value in the slider,blocking-the-selection-of-the-same-value-in-the-slider,True
43487,Slider Creation and Update in While Loop,slider-creation-and-update-in-while-loop,False
43439,Streamlit run myapp.py is not writing the files in the project folder but running the code from python is,streamlit-run-myapp-py-is-not-writing-the-files-in-the-project-folder-but-running-the-code-from-python-is,False
43429,Is it possible to disable retries on the `experimental_connection` query method?,is-it-possible-to-disable-retries-on-the-experimental-connection-query-method,False
43145,Experimental data editor: How to force it to show all rows,experimental-data-editor-how-to-force-it-to-show-all-rows,False
43410,There seems to be an error in using the prophet library in streamlit,there-seems-to-be-an-error-in-using-the-prophet-library-in-streamlit,True
25727,Ability to use st.camera_input on mobile device?,ability-to-use-st-camera-input-on-mobile-device,False
43686,Remove / Hide Layout Widget,remove-hide-layout-widget,False
43642,How can i change the label in streamlit?,how-can-i-change-the-label-in-streamlit,False
43663,St.selectbox aftect another without submitting a form,st-selectbox-aftect-another-without-submitting-a-form,False
34948,Creating Wordcloud from Jupyter Notebook,creating-wordcloud-from-jupyter-notebook,False
43337,How can I use callbacks to change the available options in a multi-select box with st.text_input?,how-can-i-use-callbacks-to-change-the-available-options-in-a-multi-select-box-with-st-text-input,False
40319,Disable editing a single column in st.experimental_data_editor,disable-editing-a-single-column-in-st-experimental-data-editor,False
43311,Disable column sorting and disable editing row index,disable-column-sorting-and-disable-editing-row-index,True
43304,St.metric in dataframe,st-metric-in-dataframe,False
43622,File uploader component throwing JS error while mapping to public URL,file-uploader-component-throwing-js-error-while-mapping-to-public-url,False
43611,Solve it with a $20 reward: Can not load model: OSError: Unable to open file (file signature not found),solve-it-with-a-20-reward-can-not-load-model-oserror-unable-to-open-file-file-signature-not-found,False
43606,Avoid to rerun certain parts of code,avoid-to-rerun-certain-parts-of-code,False
43434,Disable cached function warning,disable-cached-function-warning,False
43595,Aggrid cell not rendering html through javascript injection,aggrid-cell-not-rendering-html-through-javascript-injection,False
43525,"Vaex hdf5 file in streamlit : problem with the attribute ""between""",vaex-hdf5-file-in-streamlit-problem-with-the-attribute-between,True
43585,Is it possible to have a signal for when the user session expires?,is-it-possible-to-have-a-signal-for-when-the-user-session-expires,False
40241,Is this a good way of stopping an async loop when a session has ended?,is-this-a-good-way-of-stopping-an-async-loop-when-a-session-has-ended,False
43521,'Secrets' object is not callable,secrets-object-is-not-callable,True
43405,Connect Sidebar Filter to other variables,connect-sidebar-filter-to-other-variables,True
43548,pandas._config.config.OptionError: error with streamlit 1.11.0 and pandas 1.3.4,pandas-config-config-optionerror-error-with-streamlit-1-11-0-and-pandas-1-3-4,False
43553,Streamlit rerun problem when developing on WSL environment,streamlit-rerun-problem-when-developing-on-wsl-environment,False
35387,"Streamlit doesnot launch app, and keeps showing please wait in chrome",streamlit-doesnot-launch-app-and-keeps-showing-please-wait-in-chrome,False
29441,Pop-up spinner which blocks the whole screen while results are generating,pop-up-spinner-which-blocks-the-whole-screen-while-results-are-generating,False
43471,Help with session state - multi-page app,help-with-session-state-multi-page-app,True
43356,Inserting streamlit line chart into pdf,inserting-streamlit-line-chart-into-pdf,False
16605,"Clearing all selected items (check box, radio buttons & selectbox)",clearing-all-selected-items-check-box-radio-buttons-selectbox,False
16365,Any way to expand the display width?,any-way-to-expand-the-display-width,False
42692,Image not showing,image-not-showing,False
43490,Updating state within a loop,updating-state-within-a-loop,False
43488,Change color of sub text of st.button,change-color-of-sub-text-of-st-button,False
43475,Error 413 while operating,error-413-while-operating,False
43432,Calculating max value from selection,calculating-max-value-from-selection,False
43391,Is it possible to use a button to adjust values in an editable dataframe,is-it-possible-to-use-a-button-to-adjust-values-in-an-editable-dataframe,True
43463,I am facing this error when ever i am trying to run my python app using streamlit. Please help. also i am not using anaconda,i-am-facing-this-error-when-ever-i-am-trying-to-run-my-python-app-using-streamlit-please-help-also-i-am-not-using-anaconda,False
43461,Linking multiselect boxes with session_state and using dictionaries to subset dataframe. Returning empty df!,linking-multiselect-boxes-with-session-state-and-using-dictionaries-to-subset-dataframe-returning-empty-df,False
43099,"Paddleocr conflict, please kindly help",paddleocr-conflict-please-kindly-help,False
43098,Feature Enhancement: st.code supports collasible code segments,feature-enhancement-st-code-supports-collasible-code-segments,False
43024,Prevent default value of multiselect from being deleted?,prevent-default-value-of-multiselect-from-being-deleted,False
43436,FB Prophet 1.1.1 sudden failure,fb-prophet-1-1-1-sudden-failure,True
43415,Submit button not redirecting to next page,submit-button-not-redirecting-to-next-page,False
43412,Live Updating Charts - Multiple Tabs - Multiple Columns,live-updating-charts-multiple-tabs-multiple-columns,False
43299,Is it possible to have a particles-js background in Streamlit?,is-it-possible-to-have-a-particles-js-background-in-streamlit,False
43226,How return the value of the cell corresponding to the specified row and column in the dataframe,how-return-the-value-of-the-cell-corresponding-to-the-specified-row-and-column-in-the-dataframe,False
43271,Use st.selectbox if submit_button = True,use-st-selectbox-if-submit-button-true,False
26227,Read Word Docs in Streamlit,read-word-docs-in-streamlit,False
43272,Copy paste file to another folder,copy-paste-file-to-another-folder,False
42740,Path to file,path-to-file,False
43285,Does Streamlit have a whitelist feature?,does-streamlit-have-a-whitelist-feature,False
43320,Hover text or title text on Plotly table cells,hover-text-or-title-text-on-plotly-table-cells,False
42340,Hide None in st.dataframe,hide-none-in-st-dataframe,False
43300,Persistent logins,persistent-logins,False
42958,Isn't streamlit able to apply df.style.background_gradient?,isnt-streamlit-able-to-apply-df-style-background-gradient,True
31297,Create a variable number of tabs based on dataframe values,create-a-variable-number-of-tabs-based-on-dataframe-values,False
43288,Streamlit passing pydeck layers as constraints,streamlit-passing-pydeck-layers-as-constraints,False
43001,Custom Fonts on Streamlit (native),custom-fonts-on-streamlit-native,False
42983,How to reduce white space between two streamlit component,how-to-reduce-white-space-between-two-streamlit-component,False
42960,How to center columns,how-to-center-columns,False
43260,UnboundLocalError: cannot access local variable 'select_space' where it is not associated with a value,unboundlocalerror-cannot-access-local-variable-select-space-where-it-is-not-associated-with-a-value,False
42752,Sidebar issues,sidebar-issues,True
43220,Restarting a Streamlit App with a Button,restarting-a-streamlit-app-with-a-button,False
43080,Multiselect with date input not aggregating results,multiselect-with-date-input-not-aggregating-results,False
42950,Is there a way to show underlying code documentation from pydoc or sphinx?,is-there-a-way-to-show-underlying-code-documentation-from-pydoc-or-sphinx,False
39137,Is it possible to remove the highlight in streamlit tabs?,is-it-possible-to-remove-the-highlight-in-streamlit-tabs,False
43125,Local testing yields OSError: Could not find a suitable TLS CA certificate,local-testing-yields-oserror-could-not-find-a-suitable-tls-ca-certificate,False
43119,Streamlit session_state doesn't work across sessions,streamlit-session-state-doesnt-work-across-sessions,True
43155,Get picture link/download picture from st.camera_input(),get-picture-link-download-picture-from-st-camera-input,False
43137,Is there a way to only rerun a part of the code whenever a widget changes?,is-there-a-way-to-only-rerun-a-part-of-the-code-whenever-a-widget-changes,False
43159,Issues with connection to Google Sheets,issues-with-connection-to-google-sheets,False
43122,Using `st.markdown` with HTML is changing the look of the whole page,using-st-markdown-with-html-is-changing-the-look-of-the-whole-page,True
42090,Displaying a tqdm bar with multiprocessing,displaying-a-tqdm-bar-with-multiprocessing,False
43094,How to properly set st.session_state in streamlit,how-to-properly-set-st-session-state-in-streamlit,True
42618,Scrollbar for a high number of tabs,scrollbar-for-a-high-number-of-tabs,False
42283,Image partially displayed as black box in Streamlit app after deployment,image-partially-displayed-as-black-box-in-streamlit-app-after-deployment,True
43017,Please help me out with type-ahead - Works in localhost but not on cloud,please-help-me-out-with-type-ahead-works-in-localhost-but-not-on-cloud,False
42835,"Hide ""Button B"" with ""Button A"", without clicking twice",hide-button-b-with-button-a-without-clicking-twice,True
42893,App Reboot/Update at regular time intervals,app-reboot-update-at-regular-time-intervals,False
40308,App runs slow when multiple users accessing,app-runs-slow-when-multiple-users-accessing,False
43019,How to implement a spinner while waiting for the response,how-to-implement-a-spinner-while-waiting-for-the-response,True
43040,Streanlit custom components export,streanlit-custom-components-export,False
43037,Avoid editable options in selectbox?,avoid-editable-options-in-selectbox,True
42798,Problem with geopandas,problem-with-geopandas,True
41300,Pyinstaller spec files,pyinstaller-spec-files,False
42891,Generate pdf report from dataframe and charts using Jinja2 and pdfkit in streamlit,generate-pdf-report-from-dataframe-and-charts-using-jinja2-and-pdfkit-in-streamlit,True
26924,Debugging streamlit in spyder,debugging-streamlit-in-spyder,False
42918,Dynamic selection boxes within forms,dynamic-selection-boxes-within-forms,True
30374,Is there a way to link to a tab?,is-there-a-way-to-link-to-a-tab,False
42985,Config.toml do not apply after deployed,config-toml-do-not-apply-after-deployed,False
42192,Auto-collapse an expander in a form,auto-collapse-an-expander-in-a-form,False
39027,"On hosted site, Streamlit not using config.toml",on-hosted-site-streamlit-not-using-config-toml,True
42971,App is taking too long to deploy,app-is-taking-too-long-to-deploy,False
42581,Button / `st.session_state` bug introduced with 1.20?,button-st-session-state-bug-introduced-with-1-20,False
42806,Issue rendring youtube video using st.video() in Docker container,issue-rendring-youtube-video-using-st-video-in-docker-container,True
42622,Line_chart order of lines are not right,line-chart-order-of-lines-are-not-right,False
42664,"Session State, Update data from list in list",session-state-update-data-from-list-in-list,True
24165,Streamlit local host shows up blank,streamlit-local-host-shows-up-blank,False
42674,Customize color of tags in streamlit,customize-color-of-tags-in-streamlit,False
42652,Utilização do Streamlit,utilizacao-do-streamlit,False
42898,Is there a way to display the uploaded file tab option when navigating back to a page,is-there-a-way-to-display-the-uploaded-file-tab-option-when-navigating-back-to-a-page,False
42886,St.experimental_data_editor reruns script after changing just one cell,st-experimental-data-editor-reruns-script-after-changing-just-one-cell,True
42877,"Streamlit local run , ModuleNotFoundError: No module named 'torch'",streamlit-local-run-modulenotfounderror-no-module-named-torch,False
31558,How to add more fields based on user input?,how-to-add-more-fields-based-on-user-input,True
42854,Select same item several times in multiselect within a form,select-same-item-several-times-in-multiselect-within-a-form,True
42448,How do i fix this TomlDecodeError?,how-do-i-fix-this-tomldecodeerror,False
15546,Download an streamlit table to pdf,download-an-streamlit-table-to-pdf,False
42359,Processing Error,processing-error,False
42843,How to sign up for streamlit for team,how-to-sign-up-for-streamlit-for-team,True
16555,Question about Streamlit for Teams Pricing,question-about-streamlit-for-teams-pricing,False
42827,Can we create a custom section in config.toml?,can-we-create-a-custom-section-in-config-toml,False
42800,"Is there Streamlit App Limitations such as usage time, users etc.?",is-there-streamlit-app-limitations-such-as-usage-time-users-etc,True
34826,Initialisation of ML model from Huggingface leads to lost connection,initialisation-of-ml-model-from-huggingface-leads-to-lost-connection,False
42817,Deployment error due to version conflict of protobuf,deployment-error-due-to-version-conflict-of-protobuf,False
42810,How do i wrap a custom component (React) into st.columns,how-do-i-wrap-a-custom-component-react-into-st-columns,True
36635,How to styled st.expander in streamlit and python based on value,how-to-styled-st-expander-in-streamlit-and-python-based-on-value,False
42782,How to trigger custom event on a hamburger menu option click,how-to-trigger-custom-event-on-a-hamburger-menu-option-click,False
42781,"Struggling to ""add to favorite"" a restaurant from an API",struggling-to-add-to-favorite-a-restaurant-from-an-api,False
42777,Combining st.button with st.experimental_data_editor,combining-st-button-with-st-experimental-data-editor,False
42773,Delay in CSS Injection,delay-in-css-injection,False
42766,Keeping a log of all user interactions on Streamlit app,keeping-a-log-of-all-user-interactions-on-streamlit-app,False
42758,Issues with color and palette,issues-with-color-and-palette,False
42736,PDF Generation through Streamlit Sharing Cloud (HTML to PDF),pdf-generation-through-streamlit-sharing-cloud-html-to-pdf,False
15322,Add an API to my Streamlit app,add-an-api-to-my-streamlit-app,False
42737,Custom Navigation bar,custom-navigation-bar,False
42728,On_click function on multiselect box - multiple execution,on-click-function-on-multiselect-box-multiple-execution,False
42718,Printing a hard copy with some shapes,printing-a-hard-copy-with-some-shapes,False
42634,How to find .streamlit/config.toml file?,how-to-find-streamlit-config-toml-file,False
42697,Altair Chart x-axis not in order I want,altair-chart-x-axis-not-in-order-i-want,False
42648,Updating starting dataframe in experimental_data_editor,updating-starting-dataframe-in-experimental-data-editor,True
42682,Autoscroll,autoscroll,False
42479,How to store user inputs into local variables,how-to-store-user-inputs-into-local-variables,True
42533,Multiple st.selectbox with value depending on each one,multiple-st-selectbox-with-value-depending-on-each-one,False
30074,App 'Delete' option disabled,app-delete-option-disabled,True
42609,How to check the sidebar state,how-to-check-the-sidebar-state,True
42616,Editing user-submitted PDF with PyMuPDF then making it available for download,editing-user-submitted-pdf-with-pymupdf-then-making-it-available-for-download,True
42615,Check if Sheet Exists After File Upload,check-if-sheet-exists-after-file-upload,True
42579,Need help with updating text in Streamlit app,need-help-with-updating-text-in-streamlit-app,False
41648,How to chage the streamlit_chat message profile photo,how-to-chage-the-streamlit-chat-message-profile-photo,True
41872,Data Visualization adopting Deta (Database) to create Echarts,data-visualization-adopting-deta-database-to-create-echarts,False
42385,Automatic data update,automatic-data-update,True
30822,Make input fields required* using st.form,make-input-fields-required-using-st-form,True
39347,@st.cache_ not running properly,st-cache-not-running-properly,False
42221,To create send button cooler!,to-create-send-button-cooler,False
42466,Cache_data or cache_resource?,cache-data-or-cache-resource,True
42532,How to add a line break inside longer cells in the display of an Excel file?,how-to-add-a-line-break-inside-longer-cells-in-the-display-of-an-excel-file,False
42535,Don't reconnect to the server,dont-reconnect-to-the-server,False
42513,Gspread together with streamlit is extremely slow,gspread-together-with-streamlit-is-extremely-slow,False
42452,Accessing Refresh Token with Streamlit MSAL,accessing-refresh-token-with-streamlit-msal,True
